id,SALES,IT ORGANIZATION,IT LABOUR,IT STOCK,FIREWALL,SIZE,AGE,LABOUR,CAPITAL,MATERIAL,NOT,ERP,CRM,BOTH
70,15.37214,0,0.7727273,2.890372,1,0,1.94591,3.135494,14.51468,15.09403,1,0,0,0
71,17.3893,0,0.85,3.044523,0,0,2.564949,2.995732,12.38989,17.34121,1,0,0,0
73,16.81672,0,1,4.174387,0,1,3.091043,4.510859,14.53871,16.54779,1,0,0,0
74,18.14059,0,0.2835051,4.442651,1,2,3.465736,5.247024,17.38457,18.00872,1,0,0,0
75,18.13926,0,0.1410256,4.276666,0,1,3.295837,4.26268,16.65092,18.16788,0,0,0,1
76,16.92513,0,0.3461539,2.197225,1,0,1.609438,3.135494,15.75255,16.8137,1,0,0,0
77,17.40252,0,0.1125,3.970292,1,1,1.609438,4.094345,16.30529,17.46692,0,1,0,0
78,17.34332,1,0.7865168,3.912023,0,1,2.833213,4.510859,16.32709,17.14928,1,0,0,0
80,16.70304,1,0.5,3.912023,1,1,3.496508,4.488636,16.93818,16.55203,0,1,0,0
81,18.55305,1,0.1190476,4.941642,1,2,3.091043,5.996452,16.61527,18.46437,0,1,0,0
84,16.71732,0,0.45,3.912023,1,1,2.484907,4.60517,15.14134,16.60387,1,0,0,0
85,17.17485,0,0.9090909,4.060443,0,1,3.583519,4.007333,15.92397,17.02293,1,0,0,0
86,18.4475,1,0.0166667,5.192957,1,2,2.890372,6.030685,17.87641,18.36323,0,1,0,0
88,16.5323,0,0.52,3.332205,0,0,2.639057,3.401197,14.06976,16.22597,1,0,0,0
91,19.27428,1,0.5,6.620073,0,2,3.295837,6.608001,18.53208,19.08613,1,0,0,0
94,16.56527,0,0.3448276,3.091043,0,0,3.091043,3.555348,15.68414,16.47939,0,0,0,1
96,18.96943,1,0.2545455,5.703783,1,2,2.995732,6.60665,18.16172,18.88827,0,0,0,1
97,18.92824,0,0.375,6.253829,1,2,3.332205,6.678342,17.61892,18.88814,0,0,0,1
99,16.10835,0,0.3714286,3.218876,0,1,2.302585,4.174387,15.11365,15.84814,1,0,0,0
100,17.46807,0,1,3.178054,0,0,2.70805,2.944439,18.10439,17.0588,1,0,0,0
101,17.05419,0,0.1904762,2.197225,0,0,1.098612,2.995732,14.48869,16.96424,1,0,0,0
103,16.80222,1,0.1428571,3.526361,0,1,1.098612,4.060443,14.94835,16.74212,0,1,0,0
104,16.63708,0,1,2.995732,0,0,1.098612,3.091043,15.4743,16.47897,1,0,0,0
105,16.1261,0,1,2.890372,0,0,2.484907,2.833213,13.42552,16.02692,0,1,0,0
107,16.41691,0,1,2.302585,0,0,3.433987,3.496508,14.69275,16.28849,1,0,0,0
108,16.38734,0,1,3.044523,0,0,2.197225,2.995732,15.01999,16.2436,0,1,0,0
109,15.22869,0,0.3333333,1.609438,0,0,2.639057,2.484907,13.42395,15.11133,1,0,0,0
110,14.84687,0,0.5833333,2.302585,0,0,0.6931472,2.564949,11.69051,14.77154,1,0,0,0
111,18.15816,1,0.6170213,5.552959,0,2,2.772589,5.921578,17.20371,18.01575,0,1,0,0
112,16.13462,0,0.6410257,3.332205,0,0,2.564949,3.7612,15.23985,15.7023,1,0,0,0
113,18.96773,1,0.73,4.330733,1,1,3.7612,4.521789,16.88443,18.87026,0,0,0,1
115,15.58453,0,0.4545455,2.833213,0,0,2.197225,3.367296,15.2445,15.40153,1,0,0,0
116,21.09066,1,1,6.040255,1,2,3.433987,5.733341,19.6112,21.02522,0,0,0,1
117,20.30938,1,0.5,6.684612,1,2,1.791759,6.776507,19.87753,20.1514,0,0,0,1
118,15.46073,0,0.3333333,1.94591,0,0,1.609438,2.70805,14.40125,15.32946,1,0,0,0
119,15.05848,0,0.4615385,1.098612,0,0,1.609438,2.833213,11.11146,14.89738,0,1,0,0
120,17.11094,0,1,3.044523,0,1,3.465736,4.430817,16.49753,17.03669,0,1,0,0
121,16.34089,0,0.4615385,1.94591,0,0,2.079442,2.302585,13.86838,16.28149,0,1,0,0
122,18.59899,1,0.5714286,4.094345,0,1,2.197225,4.174387,18.42941,18.40636,1,0,0,0
123,16.87972,1,0.2820513,2.397895,0,0,0.6931472,3.526361,15.18629,16.82473,0,1,0,0
125,15.62297,0,0.3333333,1.94591,0,0,2.70805,2.079442,13.78594,15.27184,1,0,0,0
126,18.61644,1,0.7045454,5.298317,1,2,3.401197,5.560682,18.72602,18.0947,0,1,0,0
128,20.48886,1,0.7853403,6.769642,1,2,3.637586,6.633318,20.00556,20.35168,0,0,0,1
129,18.42708,1,0.375,5.09375,1,2,3.496508,5.736572,17.56354,18.21921,0,1,0,0
130,16.59906,0,0.5925926,3.044523,0,0,2.772589,3.295837,14.06753,16.30015,1,0,0,0
131,17.12783,0,0.2439024,2.484907,0,0,1.94591,3.688879,15.60628,17.05025,1,0,0,0
133,16.83359,0,0.1648352,2.70805,0,1,3.178054,4.521789,16.19393,16.44708,1,0,0,0
134,18.17999,0,1,3.912023,0,1,2.302585,4.29046,14.86128,17.90981,1,0,0,0
135,16.9998,0,0.2,2.995732,0,1,1.386294,4.584968,15.32459,16.92449,1,0,0,0
136,18.32031,0,0.1978022,3.044523,0,1,3.931826,4.543295,17.92242,18.08265,1,0,0,0
137,18.33001,1,0.9166667,2.302585,1,1,2.079442,4.804021,15.79805,17.91332,0,1,0,0
138,18.52367,1,1,5.438079,0,2,3.637586,5.874931,17.7622,18.29913,1,0,0,0
139,18.49272,0,0.2142857,2.564949,0,1,3.218876,4.828314,16.35713,18.40915,0,1,0,0
140,17.7616,1,0.9810298,5.53339,1,2,0.6931472,5.857933,15.86959,15.25544,0,0,0,1
142,19.17922,1,0.08,5.298317,1,2,3.526361,6.401917,17.60908,18.99849,0,1,0,0
144,18.13002,1,1,4.882802,1,2,3.258096,5.605802,17.28458,18.00269,0,0,0,1
150,16.17853,0,0.3488372,2.484907,0,0,3.295837,3.7612,14.7461,16.04078,0,0,0,1
152,19.7678,1,0,6.472346,1,2,3.663562,6.385194,19.48858,19.57611,0,0,0,1
153,17.89819,1,0.7777778,4.962845,1,2,2.484907,5.283204,17.52007,17.7546,0,1,0,0
154,16.6503,1,1,3.806663,1,0,0.6931472,4.317488,14.99155,16.52829,0,0,0,1
155,15.4091,1,0.1,1.386294,0,0,2.944439,3.401197,14.33873,15.22507,0,1,0,0
156,16.8888,0,0.3148148,3.135494,0,1,1.94591,4.043051,15.50459,16.7375,0,1,0,0
157,15.36094,1,0.4,1.94591,0,0,1.791759,2.564949,11.58989,15.27459,0,0,1,0
158,16.89233,0,1,2.833213,0,0,2.772589,2.833213,15.55999,16.7408,1,0,0,0
159,17.30733,1,1,5.703783,0,2,2.484907,5.774551,15.33064,16.93145,1,0,0,0
160,18.62747,0,0.5882353,5.192957,0,2,3.7612,5.081404,18.39177,18.37135,1,0,0,0
161,17.13109,0,0.24,3.044523,0,1,2.772589,4.248495,16.10066,16.99752,0,1,0,0
163,18.18928,0,0.4,2.995732,1,1,2.995732,3.970292,17.17839,18.09208,0,1,0,0
164,18.83638,1,1,5.799093,0,2,3.663562,5.609472,17.62659,18.61353,0,1,0,0
165,18.01562,1,0.6666667,4.094345,1,1,3.688879,4.65396,18.2477,17.87685,0,1,0,0
166,15.57765,0,1,3.465736,1,0,2.639057,3.367296,14.62474,15.41,0,1,0,0
167,15.6196,0,0,2.302585,0,0,2.079442,3.610918,14.20922,15.51076,1,0,0,0
169,16.2802,0,0,2.995732,0,0,2.833213,3.295837,14.90555,16.2146,1,0,0,0
170,14.87494,0,1,2.772589,0,0,1.791759,2.484907,12.85218,14.71242,1,0,0,0
171,14.73583,0,0,2.079442,0,0,1.791759,2.772589,14.01822,14.54525,1,0,0,0
173,15.25874,0,0,1.94591,0,0,1.94591,2.772589,15.06731,14.71271,1,0,0,0
174,20.8427,1,0.043956,7.244227,1,2,3.688879,6.869014,20.95812,20.59834,0,1,0,0
175,15.67045,0,0.2777778,3.332205,0,1,1.386294,4.521789,16.42618,16.40205,1,0,0,0
176,18.59077,1,0.4705882,6.016157,1,2,4.043051,6.609349,18.62171,18.27881,1,0,0,0
177,18.94932,0,0.008,4.70048,0,2,3.828641,6.308098,19.21702,18.8469,0,1,0,0
178,18.34219,1,0.05,5.393628,1,2,3.610918,6.687109,17.76462,18.1819,1,0,0,0
179,15.92287,0,0.3333333,1.386294,0,1,2.772589,4.094345,14.26135,15.71666,0,1,0,0
180,17.52242,1,0.2666667,4.49981,0,2,3.258096,5.849325,16.95396,17.23586,0,1,0,0
181,17.73661,0,0.15,4.828314,0,2,4.127134,6.673298,17.84439,17.49894,1,0,0,0
184,16.32132,0,0.2380952,2.995732,0,1,1.386294,4.382027,14.91564,16.131,1,0,0,0
186,17.6084,0,0.2,4.382027,1,2,3.871201,5.899898,18.04761,17.37995,1,0,0,0
188,18.38134,0,0.6666667,4.60517,1,1,3.258096,4.49981,16.63644,18.24504,0,1,0,0
189,18.51996,0,0.3,4.828314,1,2,3.871201,5.288267,18.70919,17.80289,0,0,0,1
193,20.55827,1,0.6825397,6.214608,1,2,3.89182,6.448889,19.34624,20.41453,0,1,0,0
195,21.62339,1,1,8.187021,1,2,3.951244,8.396606,21.56909,21.22301,0,0,0,1
197,20.27865,1,0.4,6.684612,1,2,1.609438,7.557473,19.05056,19.93411,0,1,0,0
198,16.02238,0,0.4571429,2.70805,0,0,1.94591,3.526361,15.24299,15.84898,0,1,0,0
199,17.32123,1,0.4117647,4.110874,0,2,2.890372,4.94876,17.25025,17.28006,0,1,0,0
200,17.13728,1,0.5,3.806663,0,1,1.098612,4.094345,16.19816,16.78192,1,0,0,0
202,14.79389,0,0.2,0.6931472,0,0,2.302585,2.890372,13.58692,14.62562,1,0,0,0
203,16.77987,0,0.6976744,2.772589,0,0,2.890372,3.89182,15.23354,16.57462,1,0,0,0
204,15.86239,0,0.0625,2.833213,0,0,2.772589,2.890372,13.89278,15.70757,1,0,0,0
206,19.63224,1,1,6.633318,1,2,3.465736,6.383507,18.31528,19.18172,1,0,0,0
208,14.91454,0,1,2.197225,1,0,2.197225,1.609438,12.49522,14.71584,0,1,0,0
209,18.04396,1,0.3448276,5.135798,1,2,3.433987,5.823046,17.79038,17.77675,0,0,0,1
211,17.20452,0,1,5.010635,1,1,2.833213,4.882802,16.73754,16.91292,0,0,0,1
212,19.64471,1,0.1111111,6.922644,0,2,3.526361,6.300786,18.45904,19.49648,0,1,0,0
215,19.73273,1,0.173913,6.016157,1,2,3.433987,7.542213,19.52208,19.12209,0,1,0,0
219,17.91851,0,0.2,3.496508,0,1,3.044523,5.529429,17.02469,17.8016,0,1,0,0
220,17.98635,0,0.3669725,3.688879,0,1,3.850147,4.682131,16.69896,17.64324,1,0,0,0
221,17.41052,0,1,4.094345,0,1,2.890372,5.247024,17.23667,16.49136,0,1,0,0
223,16.97306,0,0.4878049,2.995732,0,0,3.044523,3.713572,14.58364,16.76312,1,0,0,0
224,16.94757,0,1,3.332205,0,0,2.079442,3.401197,14.18804,16.735,1,0,0,0
225,17.17854,0,0.3333333,1.94591,0,0,2.484907,3.610918,14.69732,16.96918,1,0,0,0
226,17.39775,0,1,3.044523,0,0,2.639057,3.091043,13.28273,17.32621,1,0,0,0
228,17.39829,0,0.6,3.401197,0,1,3.295837,4.110874,17.38761,17.11968,0,1,0,0
229,16.85689,0,0.8653846,4.025352,0,1,2.302585,3.951244,15.93307,16.72204,0,1,0,0
230,16.87214,0,0.0625,2.079442,0,1,1.609438,4.369448,13.60536,16.82133,1,0,0,0
231,17.24305,0,0.25,2.772589,0,1,2.197225,4.060443,15.00664,17.16551,0,1,0,0
234,17.22712,0,0.3409091,3.583519,0,1,3.258096,4.727388,16.16457,16.9956,1,0,0,0
235,17.17059,0,1,4.094345,0,1,2.772589,3.850147,16.73272,16.91519,0,1,0,0
236,19.15576,0,0.5839416,5.560682,0,2,3.555348,3.465736,18.39458,18.95449,0,0,0,1
238,17.3518,1,1,4.828314,0,1,1.791759,4.682131,16.14909,16.70108,1,0,0,0
239,18.80053,0,0.5405405,5.703783,1,2,3.258096,5.924256,17.62067,18.65912,0,1,0,0
240,19.00392,1,0.8955224,6.040255,1,2,3.044523,6.363028,16.93468,18.12974,0,0,0,1
242,14.27231,0,0.3,3.218876,0,1,2.70805,3.367296,12.61321,14.01617,1,0,0,0
243,17.2766,0,0.8,2.70805,0,0,2.079442,3.091043,14.82233,17.20504,1,0,0,0
245,17.60817,0,0.8571429,2.484907,0,0,2.772589,3.912023,15.40369,17.55509,1,0,0,0
246,18.89824,1,0.7958333,5.590987,1,2,3.526361,5.484797,17.17017,18.83156,1,0,0,0
247,17.44273,0,0.6451613,4.143135,1,1,3.135494,4.174387,14.79967,17.38443,0,1,0,0
248,18.10099,1,0.7333333,4.70048,0,1,3.044523,4.997212,16.33375,18.06602,0,1,0,0
249,16.17257,0,1,3.218876,0,0,2.397895,2.944439,13.48847,16.00412,0,1,0,0
250,16.97696,1,0.6428571,3.332205,0,0,3.091043,3.526361,15.11999,16.8483,0,1,0,0
251,17.4929,0,0.5,2.484907,0,0,3.044523,3.258096,14.92856,17.46011,0,1,0,0
252,18.1736,0,0.9230769,4.174387,0,1,3.332205,4.532599,17.26027,17.71402,1,0,0,0
253,20.22937,1,0.875,6.37332,1,2,3.091043,6.505784,17.94493,20.08587,1,0,0,0
254,17.05626,0,1,3.871201,0,1,3.295837,3.7612,14.8525,16.96609,0,1,0,0
255,17.72818,1,0.8297873,3.951244,0,1,2.639057,3.912023,14.10597,17.59186,1,0,0,0
256,19.48548,1,1,5.680172,1,2,3.332205,5.594711,18.56598,19.22468,1,0,0,0
257,19.96825,1,0.6558442,6.059123,1,2,3.583519,5.726848,17.04486,19.61574,0,1,0,0
258,17.43995,0,0.975,3.850147,0,0,3.091043,3.555348,15.26556,17.3347,0,1,0,0
261,18.15569,1,0.9195402,6.697034,0,2,3.7612,6.766191,16.14459,17.90227,1,0,0,0
262,17.95823,0,0.8333333,4.941642,0,2,2.890372,5.062595,15.89069,17.84174,0,1,0,0
263,21.26114,1,0.9375,7.34601,1,2,3.806663,7.254885,20.18492,21.1121,0,1,0,0
264,19.73246,0,1,5.857933,1,0,4.060443,5.966147,18.72481,19.57612,0,1,0,0
265,13.55638,0,0.6,2.302585,0,0,2.397895,2.302585,12.29173,13.32386,0,1,0,0
266,17.30503,0,1,3.401197,0,0,2.302585,3.7612,15.36882,17.22289,1,0,0,0
267,20.78056,1,0.8333333,7.090077,1,2,3.806663,6.781058,19.28856,20.57313,1,0,0,0
268,16.97814,0,1,3.871201,0,0,3.135494,3.912023,14.84439,16.91932,0,1,0,0
269,16.54881,0,1,2.197225,1,0,3.091043,3.091043,12.75434,16.41108,0,1,0,0
270,19.9967,1,0.5168539,5.332719,1,2,3.178054,5.899898,17.95808,19.86859,0,1,0,0
271,18.47901,1,0.4761905,4.65396,0,2,3.044523,5.361292,17.24869,18.40469,0,1,0,0
272,19.71171,0,0.9333333,3.951244,1,1,2.397895,3.7612,17.37836,19.55634,0,1,0,0
273,16.04663,0,1,2.484907,0,0,2.833213,3.526361,12.777,15.80862,1,0,0,0
274,18.14918,1,1,5.484797,0,2,2.995732,5.313206,16.00812,18.07988,1,0,0,0
275,22.09062,1,1,8.181721,1,2,3.135494,7.713338,19.87447,21.95959,0,1,0,0
276,19.96598,1,0.9439776,6.063785,1,2,2.639057,5.955837,17.9009,19.86259,0,1,0,0
277,21.58939,1,1,7.408531,1,2,3.367296,7.571989,20.87132,21.32678,0,1,0,0
278,16.47763,0,1,2.197225,0,0,2.564949,2.833213,12.99928,16.41154,1,0,0,0
280,16.889,0,0.6,2.70805,0,1,2.564949,2.995732,15.11793,16.85593,1,0,0,0
281,17.70868,0,1,4.59512,0,0,2.833213,3.912023,15.64231,17.61371,0,1,0,0
282,17.26486,0,0.462963,3.555348,0,1,1.94591,4.553877,14.79727,17.16908,0,1,0,0
284,17.41136,0,0.0434783,4.442651,0,1,3.295837,4.867535,15.59178,17.15103,1,0,0,0
286,18.14395,1,0.3870968,4.174387,0,1,3.135494,5.075174,15.92785,18.08584,1,0,0,0
289,15.80024,0,0.6153846,2.639057,0,0,2.397895,3.178054,13.69506,15.69047,0,1,0,0
290,17.7746,0,0.5,3.688879,1,1,2.772589,4.49981,17.16767,17.72049,1,0,0,0
291,18.04611,1,0.75,4.094345,0,1,1.791759,4.110874,15.08313,17.93529,0,1,0,0
292,16.42333,0,0.037037,3.044523,0,0,2.772589,3.367296,13.89271,16.34654,1,0,0,0
294,18.44893,1,0.6417112,4.804021,0,2,3.367296,5.198497,16.70977,18.3533,1,0,0,0
295,18.03995,1,0.3571429,4.007333,1,1,2.944439,4.94876,15.28323,17.9993,0,1,0,0
297,17.75169,0,0.48,2.484907,0,0,2.397895,3.332205,15.6773,17.70963,1,0,0,0
298,16.49996,0,1,3.135494,0,1,2.833213,4.442651,14.69953,16.3683,0,1,0,0
300,16.30155,0,0.4615385,2.197225,0,0,1.098612,2.079442,12.41602,16.21996,1,0,0,0
301,18.71346,1,1,3.688879,0,0,2.772589,3.713572,15.15808,18.68188,1,0,0,0
304,17.08687,0,0.893617,3.583519,0,1,2.995732,3.871201,14.27476,16.98644,1,0,0,0
307,18.62724,1,0.0142857,3.401197,1,1,2.772589,4.875197,16.19501,18.54565,1,0,0,0
310,17.351,0,0.9166667,3.871201,0,1,2.890372,3.89182,14.36423,17.28169,1,0,0,0
311,16.34724,0,0,2.995732,0,0,1.94591,4.043051,13.58954,16.29535,1,0,0,0
313,17.56069,0,1,4.29046,0,1,3.555348,4.394449,15.13767,17.4131,1,0,0,0
314,17.71958,0,0.125,4.174387,0,1,2.564949,4.553877,15.63556,17.71283,1,0,0,0
316,18.22747,0,0.1530612,2.70805,0,1,2.564949,4.521789,15.00236,18.18533,1,0,0,0
317,17.3695,0,0.4,2.995732,0,1,2.772589,3.912023,14.85307,17.31297,1,0,0,0
322,17.68733,0,1,3.912023,0,1,2.197225,3.7612,14.13876,17.49537,0,1,0,0
326,15.68309,0,0.3148148,3.044523,0,1,1.386294,4.060443,14.31346,15.47511,0,1,0,0
327,19.58194,0,0.7037037,6.109248,1,2,3.465736,6.33328,17.93293,19.43591,1,0,0,0
328,14.35147,0,0.2857143,1.098612,0,0,1.098612,0.6931472,11.52461,14.23415,1,0,0,0
331,19.83307,1,0.0193548,6.253829,1,2,3.091043,6.263398,19.68344,19.40851,1,0,0,0
332,16.55105,0,0.0928793,3.583519,0,2,1.791759,5.843544,13.85761,16.46727,1,0,0,0
333,20.11664,1,0.1107011,8.118207,1,2,3.044523,8.277412,18.98965,20.00288,1,0,0,0
334,20.17941,1,0.6804734,5.361292,0,2,3.367296,6.188264,17.72387,19.97312,1,0,0,0
337,16.73452,0,0.5,2.564949,0,0,2.772589,2.564949,13.57216,16.59861,1,0,0,0
383,19.61476,0,0.8333333,4.248495,1,1,2.995732,4.248495,15.4341,19.56642,0,0,0,1
384,18.16463,1,0.5714286,5.541264,1,2,2.302585,5.963579,16.5996,17.16416,0,0,0,1
385,16.54703,1,0.8,4.787492,1,1,1.791759,5.010635,15.61182,16.12846,1,0,0,0
386,18.35688,0,0.9090909,4.094345,0,1,0.6931472,4.060443,13.57835,18.31454,0,1,0,0
387,14.83161,0,1,1.94591,0,0,1.098612,1.609438,12.03162,14.64397,1,0,0,0
390,17.76378,1,0.52,2.639057,0,0,2.564949,3.295837,16.75378,17.65695,0,1,0,0
391,21.40697,0,0.5555556,6.579251,0,2,2.890372,7.552238,19.56694,21.12321,1,0,0,0
392,18.67784,1,1,4.248495,0,1,1.609438,4.234107,15.78751,18.6334,0,1,0,0
395,19.94329,1,1,4.477337,1,1,2.302585,4.60517,16.32252,19.6699,0,0,1,0
398,20.49807,0,1,7.030858,1,2,4.060443,6.84588,20.13678,20.35806,0,0,1,0
399,19.1178,1,0.9,4.70048,1,1,3.828641,4.406719,18.37298,19.07245,1,0,0,0
400,22.3612,1,0.8965129,7.273787,1,2,1.609438,7.358194,20.71297,22.27905,0,0,0,1
403,17.65139,1,0.0466667,4.867535,1,1,1.791759,5.010635,15.04981,17.39349,0,0,0,1
404,21.65593,1,0.4828525,7.003066,1,2,3.663562,7.625107,20.71616,21.50629,0,1,0,0
405,18.30473,1,0.3125,3.951244,0,1,3.401197,4.394449,16.19331,18.19501,0,0,1,0
407,19.79478,0,1,3.496508,0,0,2.890372,4.219508,17.20516,19.76749,1,0,0,0
408,19.73855,0,0.0142857,4.60517,1,1,2.833213,4.983607,15.19339,19.66646,1,0,0,0
409,19.36613,1,0.2750275,6.634634,1,2,3.367296,6.834109,20.45708,18.24552,0,0,1,0
413,18.47196,0,0,3.135494,0,1,2.079442,4.127134,13.61877,18.36336,1,0,0,0
414,15.67459,0,0.7777778,1.791759,0,0,2.079442,2.197225,12.12844,15.45782,1,0,0,0
415,15.98733,1,0.3478261,2.833213,0,1,2.995732,3.931826,14.81781,15.65783,0,1,0,0
416,15.69291,1,0.4,1.386294,0,0,2.833213,1.94591,12.61656,15.54176,0,0,0,1
417,18.39607,0,0.4411765,4.644391,1,2,1.098612,5.843544,16.88412,18.27135,1,0,0,0
418,18.37939,0,0.1724138,4.624973,1,1,1.94591,4.488636,14.6047,18.2876,0,0,0,1
419,15.50103,0,0.6363636,2.302585,0,0,3.091043,2.397895,13.01707,15.24626,0,0,0,1
420,18.5378,1,1,4.584968,1,0,2.397895,3.433987,14.71869,18.44089,1,0,0,0
421,17.07802,0,0.8235294,2.079442,0,0,2.890372,2.772589,14.23916,16.93302,0,0,0,1
422,18.55755,0,0.3448276,2.70805,0,0,2.079442,3.401197,15.50677,18.51315,1,0,0,0
424,16.55068,0,0.8,3.044523,0,0,1.609438,2.70805,12.65833,16.29132,1,0,0,0
426,15.98674,0,1,2.079442,0,0,3.332205,2.639057,14.66835,15.80052,1,0,0,0
430,16.32961,1,0.8333333,1.609438,0,0,1.609438,1.94591,12.75111,16.25534,1,0,0,0
431,17.92224,0,0.5,2.944439,0,1,0.6931472,4.941642,14.8313,17.85326,1,0,0,0
432,18.16643,0,0.5172414,3.401197,0,1,3.610918,4.356709,16.47305,18.0746,1,0,0,0
433,18.0524,1,0.5025126,4.60517,1,2,3.091043,4.532599,14.42662,17.96391,1,0,0,0
436,16.21814,0,0.15,2.944439,0,0,1.609438,3.401197,13.64607,16.02486,1,0,0,0
437,18.76773,0,0.9166667,4.787492,1,1,3.465736,4.127134,18.36891,18.62314,1,0,0,0
438,18.47274,1,0.016129,3.871201,1,2,3.433987,4.70048,17.12834,18.163,0,0,0,1
439,18.99641,1,0.5789474,4.828314,0,2,2.564949,4.488636,18.70099,18.91219,1,0,0,0
441,16.73888,0,0.875,3.555348,0,0,2.70805,3.401197,14.55778,16.61762,1,0,0,0
442,19.34061,0,0,3.332205,0,0,2.70805,3.295837,13.6864,19.32059,1,0,0,0
443,17.01077,0,0.84,3.218876,0,1,1.386294,3.931826,15.62816,16.67332,1,0,0,0
444,17.79773,0,0.1679104,3.688879,0,2,1.609438,5.537334,16.19548,17.10475,0,0,1,0
445,14.98482,0,1,1.609438,0,0,2.484907,1.94591,12.23701,14.695,0,0,1,0
446,14.76299,0,0.55,2.639057,0,0,2.079442,2.639057,13.7944,14.28598,0,0,1,0
447,18.69483,1,0.9417475,5.010635,1,1,1.609438,4.510859,13.74577,18.59768,0,0,1,0
448,20.30567,1,0.6849315,6.768493,1,2,3.367296,5.545177,19.6438,20.22068,0,0,1,0
449,18.03059,0,1,5.075174,1,1,1.386294,4.912655,15.95571,17.67568,1,0,0,0
450,16.27213,0,1,2.564949,0,0,1.609438,2.302585,14.57316,16.09435,1,0,0,0
451,16.46369,0,1,2.397895,0,0,2.944439,1.791759,16.00696,16.34301,1,0,0,0
452,16.10176,0,1,2.772589,0,0,2.484907,2.890372,12.54255,15.87066,1,0,0,0
453,16.76996,0,0.9375,3.583519,0,0,0.6931472,3.637586,13.08913,16.633,1,0,0,0
456,19.05207,1,0.9090909,4.094345,0,1,2.833213,2.995732,16.99145,19.00955,1,0,0,0
457,17.23136,0,0.8235294,2.772589,0,0,2.302585,3.218876,13.35729,17.14066,1,0,0,0
458,18.68987,0,0.0842105,4.094345,1,1,3.091043,4.574711,15.5942,18.62625,1,0,0,0
460,17.94922,1,1,4.248495,0,1,2.772589,4.174387,15.76982,17.71172,0,0,0,1
464,18.09945,0,1,3.871201,0,1,1.098612,1.386294,14.35652,17.91115,1,0,0,0
467,17.59682,0,0.83,4.60517,0,1,1.94591,4.844187,14.9055,17.41014,0,0,0,1
468,16.10808,0,0.2,2.564949,0,0,2.70805,2.772589,13.92199,15.86981,1,0,0,0
469,17.31312,0,1,4.29046,0,1,2.197225,4.007333,15.01168,16.34986,1,0,0,0
472,17.90622,0,0.9756098,4.49981,0,1,1.94591,4.430817,14.25898,17.64819,0,0,0,1
473,18.68861,0,1,5.135798,0,2,1.94591,5.308268,16.15565,18.55283,1,0,0,0
475,17.79058,0,0.3333333,2.995732,0,1,1.94591,4.060443,15.4345,17.74601,1,0,0,0
476,18.35072,1,1,4.60517,0,1,2.70805,3.7612,16.73337,18.14281,1,0,0,0
